"cigar"[3]: ["raise","trail","cigar"]
"chard"[3]: ["raise","graft","chard"]
"caput"[4]: ["raise","mangy","patch","caput"]
"leant"[3]: ["raise","gleam","leant"]
"harsh"[3]: ["raise","marsh","harsh"]
"curse"[6]: ["raise","worse","verse","nurse","purse","curse"]
"proud"[3]: ["raise","broth","proud"]
"swing"[4]: ["raise","spiky","stiff","swing"]
"opine"[3]: ["raise","white","opine"]
"taste"[3]: ["raise","salve","taste"]
"lupus"[4]: ["raise","slunk","lusty","lupus"]
"gumbo"[4]: ["raise","thong","godly","gumbo"]
"miner"[5]: ["raise","liner","diner","finer","miner"]
"green"[6]: ["raise","mower","freed","creep","greet","green"]
"chasm"[3]: ["raise","quash","chasm"]
"lipid"[3]: ["raise","folio","lipid"]
"topic"[4]: ["raise","folio","toxin","topic"]
"armor"[5]: ["raise","graft","arbor","ardor","armor"]
"brush"[3]: ["raise","burst","brush"]
"crane"[2]: ["raise","crane"]
"mural"[4]: ["raise","graft","molar","mural"]
"abled"[4]: ["raise","gleam","leant","abled"]
"habit"[4]: ["raise","manic","patio","habit"]
"bossy"[2]: ["raise","bossy"]
"maker"[4]: ["raise","gayer","wafer","maker"]
"dusky"[5]: ["raise","slunk","husky","musky","dusky"]
"dizzy"[5]: ["raise","folio","tight","pinky","dizzy"]
"lithe"[4]: ["raise","binge","tithe","lithe"]
"brook"[5]: ["raise","broth","broom","brood","brook"]
"jazzy"[6]: ["raise","mangy","cabby","paddy","fatty","jazzy"]
"fifty"[3]: ["raise","folio","fifty"]
"sense"[5]: ["raise","moose","tense","dense","sense"]
"giant"[3]: ["raise","antic","giant"]
"surly"[2]: ["raise","surly"]
"legal"[3]: ["raise","gleam","legal"]
"fatal"[4]: ["raise","mangy","patch","fatal"]
"flunk"[4]: ["raise","thong","funny","flunk"]
"began"[4]: ["raise","gleam","begat","began"]
"prune"[3]: ["raise","drone","prune"]
"small"[4]: ["raise","scant","swamp","small"]
"slant"[3]: ["raise","scant","slant"]
"scoff"[4]: ["raise","slunk","swoop","scoff"]
"torus"[3]: ["raise","surly","torus"]
"ninny"[6]: ["raise","folio","tight","pinky","windy","ninny"]
"covey"[3]: ["raise","fleck","covey"]
"viper"[4]: ["raise","liner","piper","viper"]
"taken"[4]: ["raise","cadet","eaten","taken"]
"moral"[4]: ["raise","graft","molar","moral"]
"vogue"[3]: ["raise","fudge","vogue"]
"owing"[2]: ["raise","owing"]
"token"[4]: ["raise","fleck","woken","token"]
"entry"[4]: ["raise","mower","trend","entry"]
"booth"[5]: ["raise","thong","quoth","cloth","booth"]
"voter"[4]: ["raise","mower","hover","voter"]
"chide"[3]: ["raise","white","chide"]
"elfin"[3]: ["raise","liken","elfin"]
"ebony"[4]: ["raise","fleck","penny","ebony"]
"neigh"[4]: ["raise","eking","feign","neigh"]
"minim"[5]: ["raise","folio","unzip","cynic","minim"]
"melon"[4]: ["raise","fleck","lumen","melon"]
"kneed"[4]: ["raise","fleck","geeky","kneed"]
"decoy"[4]: ["raise","fleck","covey","decoy"]
"voila"[3]: ["raise","axial","voila"]
"ankle"[4]: ["raise","blade","angle","ankle"]
"arrow"[4]: ["raise","graft","arbor","arrow"]
"mushy"[5]: ["raise","slunk","bushy","pushy","mushy"]
"tribe"[4]: ["raise","crime","bride","tribe"]
"cease"[4]: ["raise","lease","tease","cease"]
"eager"[5]: ["raise","gayer","lager","wager","eager"]
"birth"[3]: ["raise","dirty","birth"]
"graph"[3]: ["raise","graft","graph"]
"odder"[5]: ["raise","mower","older","order","odder"]
"terra"[3]: ["raise","feral","terra"]
"weird"[3]: ["raise","cried","weird"]
"tried"[4]: ["raise","cried","fried","tried"]
"clack"[6]: ["raise","allay","gland","flack","black","clack"]
"color"[5]: ["raise","broth","worry","donor","color"]
"rough"[3]: ["raise","ruddy","rough"]
"weigh"[3]: ["raise","eking","weigh"]
"uncut"[3]: ["raise","thong","uncut"]
"ladle"[5]: ["raise","gauge","lathe","lance","ladle"]
"strip"[2]: ["raise","strip"]
"craft"[4]: ["raise","graft","draft","craft"]
"minus"[3]: ["raise","bison","minus"]
"dicey"[3]: ["raise","liken","dicey"]
"titan"[3]: ["raise","antic","titan"]
"lucid"[4]: ["raise","folio","lipid","lucid"]
"vicar"[4]: ["raise","trail","cigar","vicar"]
"dress"[2]: ["raise","dress"]
"ditch"[4]: ["raise","folio","tight","ditch"]
"gypsy"[3]: ["raise","bossy","gypsy"]
"pasta"[3]: ["raise","sandy","pasta"]
"taffy"[6]: ["raise","mangy","cabby","paddy","fatty","taffy"]
"flame"[3]: ["raise","blade","flame"]
"swoop"[3]: ["raise","slunk","swoop"]
"aloof"[5]: ["raise","allay","along","aloft","aloof"]
"sight"[4]: ["raise","bison","sixth","sight"]
"broke"[4]: ["raise","drone","probe","broke"]
"teary"[4]: ["raise","feral","heart","teary"]
"chart"[5]: ["raise","graft","apart","quart","chart"]
"sixty"[4]: ["raise","bison","sixth","sixty"]
"wordy"[4]: ["raise","broth","worry","wordy"]
"sheer"[2]: ["raise","sheer"]
"leper"[3]: ["raise","mower","leper"]
"nosey"[3]: ["raise","spent","nosey"]
"bulge"[4]: ["raise","fudge","lunge","bulge"]
"savor"[2]: ["raise","savor"]
"clamp"[5]: ["raise","allay","gland","flack","clamp"]
"funky"[3]: ["raise","thong","funky"]
"foamy"[3]: ["raise","allay","foamy"]
"toxic"[4]: ["raise","folio","toxin","toxic"]
"brand"[4]: ["raise","graft","drawn","brand"]
"plumb"[4]: ["raise","thong","fully","plumb"]
"dingy"[4]: ["raise","folio","tight","dingy"]
"butte"[3]: ["raise","fudge","butte"]
"drill"[4]: ["raise","wring","frill","drill"]
"tripe"[5]: ["raise","crime","bride","write","tripe"]
"bicep"[4]: ["raise","liken","dicey","bicep"]
"tenor"[4]: ["raise","mower","decor","tenor"]
"krill"[5]: ["raise","wring","frill","drill","krill"]
"worse"[2]: ["raise","worse"]
"drama"[4]: ["raise","graft","drawn","drama"]
"hyena"[4]: ["raise","gleam","theta","hyena"]
"think"[4]: ["raise","owing","blink","think"]
"ratio"[3]: ["raise","rabid","ratio"]
"cobra"[4]: ["raise","graft","molar","cobra"]
"basil"[5]: ["raise","basis","basin","basic","basil"]
"scrum"[4]: ["raise","surly","scrub","scrum"]
"bused"[3]: ["raise","spent","bused"]
"phone"[4]: ["raise","fudge","penne","phone"]
"court"[4]: ["raise","broth","motor","court"]
"camel"[4]: ["raise","cadet","cameo","camel"]
"proof"[7]: ["raise","broth","proud","prowl","prong","proxy","proof"]
"heard"[4]: ["raise","feral","heart","heard"]
"angel"[3]: ["raise","gleam","angel"]
"petal"[5]: ["raise","gleam","pedal","penal","petal"]
"pouty"[4]: ["raise","thong","moult","pouty"]
"throb"[3]: ["raise","broth","throb"]
"maybe"[4]: ["raise","gauge","lathe","maybe"]
"fetal"[5]: ["raise","gleam","pedal","fecal","fetal"]
"sprig"[3]: ["raise","strip","sprig"]
"spine"[2]: ["raise","spine"]
"shout"[3]: ["raise","slunk","shout"]
"cadet"[2]: ["raise","cadet"]
"macro"[2]: ["raise","macro"]
"dodgy"[4]: ["raise","thong","godly","dodgy"]
"satyr"[3]: ["raise","savor","satyr"]
"rarer"[3]: ["raise","racer","rarer"]
"binge"[2]: ["raise","binge"]
"trend"[3]: ["raise","mower","trend"]
"nutty"[4]: ["raise","thong","uncut","nutty"]
"leapt"[4]: ["raise","gleam","leant","leapt"]
"amiss"[2]: ["raise","amiss"]
"split"[3]: ["raise","bison","split"]
"myrrh"[4]: ["raise","broth","lurch","myrrh"]
"width"[5]: ["raise","folio","tight","ditch","width"]
"sonar"[5]: ["raise","spark","stray","solar","sonar"]
"tower"[3]: ["raise","mower","tower"]
"baron"[4]: ["raise","macro","tarot","baron"]
"fever"[5]: ["raise","mower","leper","never","fever"]
"waver"[5]: ["raise","gayer","wafer","water","waver"]
"spark"[2]: ["raise","spark"]
"belie"[3]: ["raise","binge","belie"]
"sloop"[4]: ["raise","slunk","sloth","sloop"]
"expel"[5]: ["raise","fleck","lumen","jewel","expel"]
"smote"[3]: ["raise","stoke","smote"]
"baler"[7]: ["raise","gayer","wafer","maker","later","paler","baler"]
"above"[3]: ["raise","blade","above"]
"north"[5]: ["raise","broth","worth","forth","north"]
"wafer"[3]: ["raise","gayer","wafer"]
"scant"[2]: ["raise","scant"]
"frill"[3]: ["raise","wring","frill"]
"awash"[4]: ["raise","quash","swash","awash"]
"snack"[3]: ["raise","scant","snack"]
"scowl"[4]: ["raise","slunk","stool","scowl"]
"frail"[3]: ["raise","trail","frail"]
"drift"[4]: ["raise","wring","frill","drift"]
"limbo"[4]: ["raise","folio","lingo","limbo"]
"fence"[4]: ["raise","fudge","femme","fence"]
"motel"[5]: ["raise","fleck","lumen","model","motel"]
"ounce"[5]: ["raise","fudge","butte","queue","ounce"]
"wreak"[5]: ["raise","feral","bread","creak","wreak"]
"revel"[3]: ["raise","roger","revel"]
"talon"[5]: ["raise","mangy","daunt","baton","talon"]
"prior"[6]: ["raise","wring","frill","trick","primo","prior"]
"knelt"[4]: ["raise","fleck","kneel","knelt"]
"cello"[4]: ["raise","fleck","excel","cello"]
"flake"[4]: ["raise","blade","flame","flake"]
"debug"[5]: ["raise","fleck","penny","beget","debug"]
"anode"[3]: ["raise","blade","anode"]
"crime"[2]: ["raise","crime"]
"salve"[2]: ["raise","salve"]
"scout"[6]: ["raise","slunk","shout","spout","stout","scout"]
"imbue"[3]: ["raise","binge","imbue"]
"pinky"[4]: ["raise","folio","tight","pinky"]
"stave"[2]: ["raise","stave"]
"vague"[3]: ["raise","gauge","vague"]
"chock"[4]: ["raise","thong","whoop","chock"]
"fight"[4]: ["raise","folio","fifty","fight"]
"video"[4]: ["raise","liken","dicey","video"]
"stone"[5]: ["raise","stoke","stole","stove","stone"]
"teach"[6]: ["raise","gleam","annex","beady","heath","teach"]
"cleft"[3]: ["raise","fleck","cleft"]
"frost"[4]: ["raise","burst","tryst","frost"]
"prawn"[5]: ["raise","graft","drawn","brawn","prawn"]
"booty"[4]: ["raise","thong","flout","booty"]
"twist"[3]: ["raise","joist","twist"]
"apnea"[4]: ["raise","gleam","annex","apnea"]
"stiff"[3]: ["raise","spiky","stiff"]
"plaza"[3]: ["raise","allay","plaza"]
"ledge"[4]: ["raise","fudge","lodge","ledge"]
"tweak"[4]: ["raise","gleam","cheat","tweak"]
"board"[5]: ["raise","graft","chard","award","board"]
"grant"[3]: ["raise","graft","grant"]
"medic"[4]: ["raise","liken","fetid","medic"]
"bacon"[5]: ["raise","mangy","daunt","naval","bacon"]
"cable"[5]: ["raise","gauge","lathe","fable","cable"]
"brawl"[5]: ["raise","graft","drawn","crawl","brawl"]
"slunk"[2]: ["raise","slunk"]
"raspy"[2]: ["raise","raspy"]
"forum"[5]: ["raise","broth","worry","forgo","forum"]
"drone"[2]: ["raise","drone"]
"women"[5]: ["raise","fleck","penny","woven","women"]
"mucus"[4]: ["raise","slunk","bushy","mucus"]
"boast"[5]: ["raise","quash","spasm","blast","boast"]
"toddy"[3]: ["raise","thong","toddy"]
"coven"[5]: ["raise","fleck","covey","covet","coven"]
"tumor"[4]: ["raise","broth","motor","tumor"]
"truer"[5]: ["raise","mower","leper","tuber","truer"]
"wrath"[4]: ["raise","graft","track","wrath"]
"stall"[4]: ["raise","scant","stalk","stall"]
"steam"[5]: ["raise","steak","steal","stead","steam"]
"axial"[2]: ["raise","axial"]
"purer"[4]: ["raise","mower","leper","purer"]
"daily"[4]: ["raise","paint","gaily","daily"]
"trail"[2]: ["raise","trail"]
"niche"[4]: ["raise","binge","niece","niche"]
"mealy"[3]: ["raise","gleam","mealy"]
"juice"[5]: ["raise","white","opine","guile","juice"]
"nylon"[4]: ["raise","thong","colon","nylon"]
"plump"[5]: ["raise","thong","fully","plumb","plump"]
"merry"[3]: ["raise","mower","merry"]
"flail"[4]: ["raise","antic","plaid","flail"]
"papal"[4]: ["raise","mangy","patch","papal"]
"wheat"[4]: ["raise","gleam","cheat","wheat"]
"berry"[6]: ["raise","mower","trend","perky","ferry","berry"]
"cower"[6]: ["raise","mower","tower","lower","power","cower"]
"erect"[5]: ["raise","mower","trend","crept","erect"]
"brute"[4]: ["raise","drone","creme","brute"]
"leggy"[4]: ["raise","fleck","lumen","leggy"]
"snipe"[3]: ["raise","spine","snipe"]
"sinew"[3]: ["raise","islet","sinew"]
"skier"[2]: ["raise","skier"]
"penny"[3]: ["raise","fleck","penny"]
"jumpy"[5]: ["raise","thong","fully","dumpy","jumpy"]
"rally"[2]: ["raise","rally"]
"umbra"[4]: ["raise","graft","molar","umbra"]
"scary"[4]: ["raise","spark","scarf","scary"]
"modem"[5]: ["raise","fleck","penny","totem","modem"]
"gross"[5]: ["raise","burst","cross","dross","gross"]
"avian"[3]: ["raise","axial","avian"]
"greed"[6]: ["raise","mower","freed","breed","creed","greed"]
"satin"[3]: ["raise","basis","satin"]
"tonic"[4]: ["raise","folio","toxin","tonic"]
"parka"[4]: ["raise","macro","party","parka"]
"sniff"[4]: ["raise","spiky","stiff","sniff"]
"livid"[4]: ["raise","folio","lipid","livid"]
"stark"[4]: ["raise","spark","shark","stark"]
"trump"[4]: ["raise","broth","crypt","trump"]
"giddy"[5]: ["raise","folio","tight","dingy","giddy"]
"reuse"[3]: ["raise","rouse","reuse"]
"taboo"[5]: ["raise","mangy","patch","fault","taboo"]
"avoid"[4]: ["raise","antic","audio","avoid"]
"quote"[4]: ["raise","fudge","butte","quote"]
"devil"[4]: ["raise","liken","helix","devil"]
"liken"[2]: ["raise","liken"]
"gloss"[4]: ["raise","bossy","floss","gloss"]
"gayer"[2]: ["raise","gayer"]
"beret"[5]: ["raise","mower","freed","egret","beret"]
"noise"[3]: ["raise","poise","noise"]
"gland"[3]: ["raise","allay","gland"]
"dealt"[4]: ["raise","gleam","leant","dealt"]
"sling"[6]: ["raise","spiky","stiff","swing","suing","sling"]
"rumor"[3]: ["raise","ruddy","rumor"]
"opera"[4]: ["raise","feral","arena","opera"]
"thigh"[4]: ["raise","owing","guild","thigh"]
"tonga"[4]: ["raise","allay","dogma","tonga"]
"flare"[5]: ["raise","crane","blare","glare","flare"]
"wound"[7]: ["raise","thong","bound","mound","found","pound","wound"]
"white"[2]: ["raise","white"]
"bulky"[5]: ["raise","thong","fully","pulpy","bulky"]
"etude"[4]: ["raise","fudge","elude","etude"]
"horse"[3]: ["raise","worse","horse"]
"circa"[4]: ["raise","trail","cigar","circa"]
"paddy"[4]: ["raise","mangy","cabby","paddy"]
"inbox"[4]: ["raise","folio","ingot","inbox"]
"fizzy"[4]: ["raise","folio","fifty","fizzy"]
"grain"[5]: ["raise","trail","brain","drain","grain"]
"exert"[4]: ["raise","mower","trend","exert"]
"surge"[4]: ["raise","shore","spree","surge"]
"gleam"[2]: ["raise","gleam"]
"belle"[5]: ["raise","fudge","penne","melee","belle"]
"salvo"[3]: ["raise","sandy","salvo"]
"crush"[3]: ["raise","burst","crush"]
"fruit"[4]: ["raise","dirty","orbit","fruit"]
"sappy"[6]: ["raise","sandy","sally","saucy","savvy","sappy"]
"taker"[6]: ["raise","gayer","wafer","maker","baker","taker"]
"tract"[3]: ["raise","graft","tract"]
"ovine"[4]: ["raise","white","opine","ovine"]
"spiky"[2]: ["raise","spiky"]
"frank"[4]: ["raise","graft","fraud","frank"]
"reedy"[4]: ["raise","roger","reply","reedy"]
"filth"[4]: ["raise","folio","filmy","filth"]
"spasm"[3]: ["raise","quash","spasm"]
"heave"[5]: ["raise","blade","ovate","weave","heave"]
"mambo"[4]: ["raise","mangy","macaw","mambo"]
"right"[3]: ["raise","robin","right"]
"clank"[7]: ["raise","allay","gland","plank","flank","blank","clank"]
"trust"[4]: ["raise","burst","crust","trust"]
"lumen"[3]: ["raise","fleck","lumen"]
"borne"[3]: ["raise","drone","borne"]
"spook"[5]: ["raise","slunk","stock","shook","spook"]
"sauce"[4]: ["raise","salve","saute","sauce"]
"amber"[4]: ["raise","feral","arena","amber"]
"lathe"[3]: ["raise","gauge","lathe"]
"carat"[3]: ["raise","macro","carat"]
"corer"[8]: ["raise","mower","hover","boxer","poker","foyer","goner","corer"]
"dirty"[2]: ["raise","dirty"]
"slyly"[4]: ["raise","slunk","sloth","slyly"]
"affix"[5]: ["raise","antic","audio","avail","affix"]
"alloy"[3]: ["raise","allay","alloy"]
"taint"[4]: ["raise","paint","faint","taint"]
"sheep"[5]: ["raise","spent","sweep","sleep","sheep"]
"kinky"[5]: ["raise","folio","tight","pinky","kinky"]
"wooly"[5]: ["raise","thong","bloom","loopy","wooly"]
"mauve"[3]: ["raise","gauge","mauve"]
"flung"[4]: ["raise","thong","clung","flung"]
"yacht"[4]: ["raise","mangy","bayou","yacht"]
"fried"[3]: ["raise","cried","fried"]
"quail"[4]: ["raise","antic","plaid","quail"]
"brunt"[3]: ["raise","broth","brunt"]
"grimy"[4]: ["raise","wring","grill","grimy"]
"curvy"[3]: ["raise","broth","curvy"]
"cagey"[4]: ["raise","cadet","cameo","cagey"]
"rinse"[2]: ["raise","rinse"]
"deuce"[4]: ["raise","fudge","elude","deuce"]
"state"[6]: ["raise","stave","stake","stage","stale","state"]
"grasp"[3]: ["raise","grass","grasp"]
"milky"[4]: ["raise","folio","hilly","milky"]
"bison"[2]: ["raise","bison"]
"graft"[2]: ["raise","graft"]
"sandy"[2]: ["raise","sandy"]
"baste"[8]: ["raise","salve","taste","haste","caste","paste","waste","baste"]
"flask"[5]: ["raise","quash","spasm","blast","flask"]
"hedge"[5]: ["raise","fudge","lodge","wedge","hedge"]
"girly"[3]: ["raise","dirty","girly"]
"swash"[3]: ["raise","quash","swash"]
"boney"[6]: ["raise","fleck","penny","honey","money","boney"]
"coupe"[4]: ["raise","fudge","plume","coupe"]
"endow"[5]: ["raise","fleck","penny","woven","endow"]
"abhor"[4]: ["raise","graft","molar","abhor"]
"welch"[4]: ["raise","fleck","belch","welch"]
"blade"[2]: ["raise","blade"]
"tight"[3]: ["raise","folio","tight"]
"geese"[4]: ["raise","moose","tense","geese"]
"miser"[2]: ["raise","miser"]
"mirth"[5]: ["raise","dirty","birth","girth","mirth"]
"cloud"[5]: ["raise","thong","bloom","clock","cloud"]
"cabal"[5]: ["raise","mangy","patch","caulk","cabal"]
"leech"[3]: ["raise","fleck","leech"]
"close"[4]: ["raise","moose","chose","close"]
"tenth"[5]: ["raise","fleck","penny","tenet","tenth"]
"pecan"[4]: ["raise","gleam","decay","pecan"]
"droit"[3]: ["raise","dirty","droit"]
"grail"[4]: ["raise","trail","frail","grail"]
"clone"[5]: ["raise","fudge","penne","ozone","clone"]
"guise"[3]: ["raise","poise","guise"]
"ralph"[3]: ["raise","rally","ralph"]
"tango"[3]: ["raise","mangy","tango"]
"biddy"[6]: ["raise","folio","tight","pinky","dizzy","biddy"]
"smith"[4]: ["raise","spiky","stiff","smith"]
"mower"[2]: ["raise","mower"]
"payee"[5]: ["raise","gauge","lathe","maybe","payee"]
"serif"[3]: ["raise","miser","serif"]
"drape"[4]: ["raise","crane","drake","drape"]
"fifth"[4]: ["raise","folio","fifty","fifth"]
"spank"[4]: ["raise","scant","shank","spank"]
"glaze"[5]: ["raise","blade","flame","plate","glaze"]
"allot"[4]: ["raise","allay","allow","allot"]
"truck"[4]: ["raise","broth","crypt","truck"]
"kayak"[4]: ["raise","mangy","bayou","kayak"]
"virus"[3]: ["raise","strip","virus"]
"testy"[4]: ["raise","spent","zesty","testy"]
"tepee"[4]: ["raise","fudge","penne","tepee"]
"fully"[3]: ["raise","thong","fully"]
"zonal"[6]: ["raise","allay","tubal","modal","focal","zonal"]
"metro"[3]: ["raise","mower","metro"]
"curry"[5]: ["raise","broth","curvy","curly","curry"]
"grand"[5]: ["raise","graft","graph","gravy","grand"]
"banjo"[4]: ["raise","mangy","banal","banjo"]
"axion"[4]: ["raise","axial","axiom","axion"]
"bezel"[7]: ["raise","fleck","lumen","jewel","bevel","betel","bezel"]
"occur"[4]: ["raise","broth","worry","occur"]
"chain"[3]: ["raise","antic","chain"]
"nasal"[4]: ["raise","sandy","mason","nasal"]
"gooey"[4]: ["raise","fleck","penny","gooey"]
"filer"[3]: ["raise","liner","filer"]
"brace"[5]: ["raise","crane","grace","trace","brace"]
"allay"[2]: ["raise","allay"]
"pubic"[4]: ["raise","folio","unzip","pubic"]
"raven"[4]: ["raise","racer","ramen","raven"]
"plead"[5]: ["raise","gleam","bleat","clean","plead"]
"gnash"[5]: ["raise","quash","swash","flash","gnash"]
"flaky"[3]: ["raise","allay","flaky"]
"munch"[4]: ["raise","thong","bunch","munch"]
"dully"[5]: ["raise","thong","fully","bully","dully"]
"eking"[2]: ["raise","eking"]
"thing"[5]: ["raise","owing","vying","cling","thing"]
"slink"[4]: ["raise","spiky","stick","slink"]
"hurry"[4]: ["raise","broth","churn","hurry"]
"theft"[4]: ["raise","fleck","beefy","theft"]
"shorn"[4]: ["raise","surly","short","shorn"]
"pygmy"[4]: ["raise","thong","pudgy","pygmy"]
"ranch"[4]: ["raise","rally","rajah","ranch"]
"wring"[2]: ["raise","wring"]
"lemon"[4]: ["raise","fleck","lumen","lemon"]
"shore"[2]: ["raise","shore"]
"mamma"[4]: ["raise","mangy","macaw","mamma"]
"froze"[5]: ["raise","drone","probe","trove","froze"]
"newer"[4]: ["raise","mower","fewer","newer"]
"style"[3]: ["raise","stoke","style"]
"moose"[2]: ["raise","moose"]
"antic"[2]: ["raise","antic"]
"drown"[5]: ["raise","broth","proud","droll","drown"]
"vegan"[4]: ["raise","gleam","begat","vegan"]
"chess"[4]: ["raise","quest","flesh","chess"]
"guppy"[4]: ["raise","thong","pudgy","guppy"]
"union"[3]: ["raise","owing","union"]
"lever"[4]: ["raise","mower","leper","lever"]
"lorry"[4]: ["raise","broth","worry","lorry"]
"image"[3]: ["raise","inane","image"]
"cabby"[3]: ["raise","mangy","cabby"]
"druid"[3]: ["raise","dirty","druid"]
"exact"[4]: ["raise","gleam","annex","exact"]
"truth"[3]: ["raise","broth","truth"]
